invoice_h_id,qty,unit_price_egp,discount_abs,line_total_after_disc,ship_to_address
319869,4,288.23,157.65,995.27,"Nile 99, MHS zone"
319869,5,417.90,364.65,1724.85,Mohanessin 79 Corniche
319869,2,47.70,15.09,80.31,
319869,5,42.39,49.37,162.58,blk 10 - MHS - bridge
319870,6,489.60,866.02,2071.58,MHS/36
319870,7,85.96,151.70,450.02,MHS/110
319871,-2,66.25,0.00,132.50,
319871,5,66.25,0.00,331.25,"223 Geish st., near school, MHS"
319871,4,87.65,53.48,297.12,blk 4 - MHS - gas station
319871,6,420.84,351.24,2173.80,"214 Mustafa Nahhas st., near bridge, MHS"
319871,7,62.53,80.51,357.20,Mohandessin 120Autostrad
319871,4,122.25,67.46,421.54,MHS/186
319871,2,61.61,24.54,98.68,"Faisal 204, MHS zone"
319871,4,11.68,6.01,40.71,Mohandessin 82Industrial Zone
319872,2,96.58,38.33,154.83,"Salah Salem 111, MHS zone"
319872,3,101.18,54.84,248.70,blk 1 - MHS - gas station
319872,2,126.97,49.24,204.70,Mohandessin 221 aFisal
319873,3,21.62,7.87,56.99,"Zayed 128, MHS zone"
319873,4,80.70,40.68,282.12,
319873,3,145.16,59.60,375.88,blk 14 - MHS - metro
319873,5,141.97,114.35,595.50,blk 18 - MHS - bridge
319873,4,143.09,81.19,491.17,Mohanedssin 218 Geish
319873,4,402.78,266.71,1344.41,blk 18 - MHS - bridge
319873,2,66.80,19.81,113.79,blk 4 - MHS - police st.
319873,3,11.86,4.28,31.30,"Mustafa Nahhas 84, MHS zone"
319873,3,19.46,8.08,50.30,blk 7 - MHS - square
319873,3,153.98,48.92,413.02,Mohaandessin 72 Faisal
319874,7,100.13,114.65,586.26,Mohandessin 178 Faiisal
319874,9,223.45,163.81,1847.24,blk 29 - MHS - metro
319874,3,227.28,105.94,575.90,"Corniche 62, MHS zone"
319874,3,330.44,140.53,850.79,
319874,4,56.85,20.82,206.58,"Nasr 197, MHS zone"
319876,2,415.38,126.89,703.87,Mohanddessin 115 Tahrir
319876,3,173.54,29.57,491.05,MHS/2
319876,2,58.01,8.81,107.21,"Salah Salem 203, MHS zone"
319876,2,7.93,1.11,14.75,blk 14 - MHS - police st.
319876,3,19.76,6.18,53.10,blk 13 - MHS - hospital
319876,6,90.05,37.23,503.07,"Tahrir 35, MHS zone"
319876,1,71.59,10.02,61.57,"Horreya 99, MHS zone"
319876,6,553.35,436.68,2883.42,blk 20 - MHS - metro
319878,3,33.23,15.14,84.55,"135 Faisal st., near square, SZ"
319878,2,326.03,42.77,609.29,Sehikh Zayed 104 Autostrad
319878,8,129.80,87.74,950.66,"18 Autostrad st., near gas station, SZ"
319878,7,61.24,54.27,374.41,SZ/217
319878,2,124.74,10.57,238.91,SheikhZ ayed 227 Geish
319878,3,29.87,5.40,84.21,"93 Industrial Zone st., near gas station, SZ"
319879,5,26.14,18.91,111.79,
319879,4,466.14,337.47,1527.09,"Mustafa Nahhas 74, SZ zone"
319879,1,114.34,18.84,95.50,
319879,4,526.83,264.96,1842.36,
319879,2,145.31,42.93,247.69,SZ/89
319879,2,17.44,4.52,30.36,SZ/133
319879,4,78.11,62.99,249.45,"Mustafa Nahhas 224, SZ zone"
319879,2,311.85,87.97,535.73,"Mustafa Nahhas 78, SZ zone"
319879,3,11.90,4.31,31.39,"31 Zayed st., near mosque, SZ"
319879,3,93.79,39.37,242.00,
319879,6,109.15,106.35,548.55,SZ/218
319879,5,184.62,177.79,745.31,"Autostrad 47, SZ zone"
319880,3,95.23,45.00,240.69,"5 Abbas st., near market, SZ"
319880,3,156.10,68.96,399.34,"9th District 22, SZ zone"
319880,4,129.56,115.86,402.38,"Port Said 86, SZ zone"
319880,4,100.80,52.66,350.54,Sheikh Zayed 2388 Sudan
319880,5,12.13,6.86,53.79,Sheikh Zayed 117 ahrir
319882,5,13.74,14.52,54.18,blk 1 - SZ - gas station
319882,5,243.60,226.71,991.29,blk 25 - SZ - market
319882,3,25.94,14.69,63.13,"Nasr 66, SZ zone"
319882,4,93.89,79.29,296.27,Shiekh Zayed 204 Nasr
319882,3,161.27,75.32,408.49,
319882,6,130.68,148.59,635.49,Sheikh Zayed 187 Tarir
319882,5,8.46,8.79,33.51,
319882,3,84.31,44.68,208.25,"174 Corniche st., near mosque, SZ"
319882,3,284.13,191.01,661.38,
319882,8,24.10,50.82,141.98,Sheikh Zayed 1130 Haram
319882,6,36.00,33.26,182.74,blk 20 - SZ - police st.
319882,2,138.34,52.78,223.90,"201 9th District st., near hospital, SZ"
319883,4,11.35,2.40,43.00,blk 27 - SZ - bridge
319883,6,8.05,5.83,42.47,"Horreya 95, SZ zone"
319883,8,108.91,84.08,787.20,"207 Abbas st., near gas station, SZ"
319883,6,86.69,47.63,472.51,"36 Industrial Zone st., near police st., SZ"
319883,3,187.09,64.96,496.31,"36 Industrial Zone st., near bridge, SZ"
319883,2,135.83,8.44,263.22,
319883,2,17.01,3.04,30.98,"Sudan 139, SZ zone"
319883,1,387.24,35.52,351.72,
319883,3,17.95,4.63,49.22,SZ/45
319883,2,112.69,23.17,202.21,Shheikh Zayed 36 Sudan
319883,5,189.20,64.46,881.54,"Port Said 171, SZ zone"
319884,3,503.37,144.49,1365.62,"25 Haram st., near hospital, SZ"
319884,2,30.92,10.43,51.41,blk 29 - SZ - school
319884,5,154.89,127.40,647.05,blk 8 - SZ - metro
319884,8,23.78,24.75,165.49,SheikhZ ayed 97 Industrial Zone
319884,3,114.46,81.76,261.62,Sheikh Zayed 185 Nlie
319884,3,18.77,12.59,43.72,blk 28 - SZ - school
319884,5,18.25,19.83,71.42,Sheikh Zayed 517 Autostrad
319889,1,92.16,16.72,75.44,blk 5 - SZ - school
319889,2,7.97,2.42,13.52,SZ/209
319889,6,7.54,7.53,37.71,Sheikh Zayed 144 Fasial
319889,4,163.25,85.95,567.05,
319889,2,163.15,49.84,276.46,
319889,5,395.22,399.63,1576.47,blk 5 - SZ - police st.
319889,6,142.69,130.34,725.80,"Faisal 173, SZ zone"
319891,7,92.93,176.12,474.39,"Tahrir 225, SZ zone"
319891,3,7.35,4.39,17.66,SZ/152
319891,2,106.32,56.80,155.84,Shikh Zayed 96 Nasr
319891,2,94.18,45.93,142.43,"56 Gamet Dewal st., near hospital, SZ"
319891,5,246.00,354.43,875.57,Sheikh Zaye d63 Faisal
319891,4,8.07,7.40,24.88,
319891,4,209.51,195.02,643.02,
319891,4,204.80,160.44,658.76,"Zayed 136, SZ zone"
319892,4,260.16,261.01,779.63,blk 23 - SZ - metro
319892,3,97.73,43.24,249.95,"Industrial Zone 108, SZ zone"
319892,4,419.58,224.00,1454.32,
319892,4,7.31,4.84,24.40,"Mustafa Nahhas 232, SZ zone"
319892,4,137.41,57.84,491.80,blk 17 - SZ - mosque
319892,4,409.08,267.90,1368.42,SZ/159
319892,6,18.50,18.46,92.54,Sheikh Zayed 2 8Autostrad
319892,5,207.87,215.45,823.90,"213 Nasr st., near bridge, SZ"
319892,5,17.73,16.48,72.17,blk 24 - SZ - bridge
319892,4,111.98,77.89,370.03,"149 Tahrir st., near school, SZ"
319893,2,162.45,39.18,285.72,"239 Gamet Dewal st., near police st., SZ"
319893,1,208.90,32.07,176.83,"Nile 159, SZ zone"
319893,4,42.57,18.49,151.79,SZ/87
319893,9,184.62,87.51,1574.07,"176 Sudan st., near square, SZ"
319893,2,129.76,25.52,234.00,SZ/222
319893,3,12.90,3.42,35.28,
319893,4,166.59,36.59,629.77,
319893,3,32.01,4.80,91.23,"Zayed 19, SZ zone"
319893,8,301.46,286.18,2125.50,blk 22 - SZ - square
319894,7,44.64,36.13,276.35,SZ/122
319894,6,130.02,109.69,670.43,Sheikh ZZayed 191 Sudan
319894,3,26.14,10.25,68.17,
319894,4,47.25,28.27,160.73,
319894,3,97.82,49.49,243.97,SZ/237
319897,3,163.15,140.62,348.83,"Haram 150, SZ zone"
319897,8,12.23,25.73,72.11,SheikhZayed 56 Sudan
319897,2,190.96,95.83,286.09,Sheikh Zyed 57 Horreya
319897,6,12.30,19.64,54.16,"88 Salah Salem st., near mosque, SZ"
319897,5,171.25,217.93,638.32,
319898,3,189.83,109.03,460.46,Sheikh Zayde 17 Nasr
319898,7,148.96,227.07,815.65,Sheikh Zayed 24 orreya
319898,5,219.84,210.26,888.94,blk 11 - SZ - police st.
319898,3,334.22,150.97,851.69,SZ/223
319898,3,398.16,219.21,975.27,
319898,2,508.47,206.25,810.69,
319898,5,12.48,13.70,48.70,"139 Gamet Dewal st., near market, SZ"
319899,3,489.09,116.80,1350.47,
319899,3,79.76,15.47,223.81,
319899,3,25.37,8.34,67.77,SZ/124
319899,1,558.96,94.10,464.86,"Corniche 167, SZ zone"
319899,2,293.90,31.25,556.55,Sheikh Zayed 4 Gamet Dewal
319899,6,11.76,6.27,64.29,blk 28 - SZ - park
319899,2,16.97,4.25,29.69,Sheikh Zayed 232 MustafaNahhas
319899,2,23.76,1.75,45.77,SZ/96
319899,4,135.04,13.41,526.75,Sheikh Zayed 38 Sudan
319900,3,114.11,99.77,242.56,"Autostrad 25, SZ zone"
319900,3,528.36,474.21,1110.87,"Autostrad 66, SZ zone"
319900,4,234.96,195.61,744.23,SZ/103
319900,6,242.64,406.87,1048.97,"Horreya 69, SZ zone"
319900,7,225.30,285.44,1291.66,Sheikh Zaed 22 Sudan
319900,4,144.28,129.99,447.13,Sheikh Zayed  88 Zayed
319902,7,13.30,26.19,66.91,SZ/216
319902,6,22.06,24.22,108.14,"Geish 161, SZ zone"
319902,5,292.01,393.53,1066.52,SZ/75
319902,4,93.31,117.00,256.24,
319903,4,18.05,12.47,59.73,
319903,3,164.03,123.04,369.05,
319903,5,132.13,141.99,518.66,blk 27 - SZ - police st.
319903,4,126.19,103.56,401.20,blk 19 - SZ - mosque
319903,2,12.76,4.35,21.17,SZ/86
319905,6,312.17,506.76,1366.26,SZ/7
319905,5,78.11,117.12,273.43,
319907,5,35.84,37.56,141.64,"198 Haram st., near metro, BNH"
319907,5,98.98,82.65,412.25,
319907,2,47.48,18.34,76.62,BNH/120
319907,2,140.45,37.13,243.77,blk 15 - BNH - hospital
319907,3,12.69,7.38,30.69,BNH/227
319907,6,257.76,259.05,1287.51,blk 26 - BNH - market
319907,5,25.25,26.21,100.04,Banha 84 Salha Salem
319907,6,119.86,165.20,553.96,"120 Abbas st., near police st., BNH"
319907,5,40.68,47.63,155.77,
319907,1,146.83,31.91,114.92,Banha1 10 Horreya
319907,11,455.28,915.14,4092.94,"32 Mustafa Nahhas st., near square, BNH"
319907,1,19.12,4.29,14.83,Banha 195 Hrreya
319907,5,135.83,86.33,592.82,blk 2 - BNH - market
319908,3,160.34,49.03,431.99,Banha 210 bbas
319908,7,157.62,104.70,998.64,"232 Gamet Dewal st., near park, BNH"
319908,4,8.64,3.49,31.07,"9th District 214, BNH zone"
319909,3,56.91,17.84,152.89,"9th District 123, BNH zone"
319909,9,233.04,187.86,1909.50,
319909,5,13.73,5.16,63.49,BNH/165
319909,4,25.87,12.77,90.71,
319910,7,172.30,288.57,917.53,BNH/61
319910,3,99.36,55.17,242.91,Banha 100 aThrir
319910,3,75.75,76.87,150.38,"195 9th District st., near school, BNH"
319910,4,8.05,6.89,25.31,
319910,3,121.54,98.71,265.91,Banhha 50 9th District
319910,2,328.23,176.01,480.45,Banha 55 Autostrad
319910,4,97.25,101.59,287.41,Banha 19 Mustafa Nahhas
319910,7,47.75,82.40,251.85,BNH/52
319912,3,139.54,46.32,372.30,"124 Geish st., near mosque, BNH"
319912,3,177.23,82.86,448.83,"Faisal 87, BNH zone"
319913,2,248.40,26.85,469.95,blk 19 - BNH - park
319913,4,32.67,21.52,109.16,"234 Faisal st., near square, BNH"
319913,8,17.23,16.36,121.48,"Gamet Dewal 81, BNH zone"
319913,4,17.96,12.24,59.60,"Haram 197, BNH zone"
319913,5,161.04,120.52,684.68,"11 Port Said st., near hospital, BNH"
319913,3,152.46,79.57,377.81,Banha 45 Cornniche
319913,6,7.23,5.10,38.28,
319913,5,405.30,209.56,1816.94,
319913,4,84.54,34.15,304.01,"Corniche 80, BNH zone"
319913,6,45.23,44.43,226.95,
319914,4,82.66,89.82,240.82,Banha 2 Zayed
319914,4,12.53,11.20,38.92,BNH/201
319914,8,26.23,32.40,177.44,blk 14 - BNH - police st.
319914,5,206.23,220.62,810.53,"84 Nile st., near bridge, BNH"
319914,4,204.59,195.32,623.04,"Horreya 12, BNH zone"
319915,5,30.33,35.98,115.67,blk 4 - BNH - mosque
319915,1,80.07,16.42,63.65,Banha 222 ndustrial Zone
319915,2,240.96,128.91,353.01,BNH/149
319915,5,125.43,128.87,498.28,blk 21 - BNH - hospital
319915,5,84.70,107.89,315.61,"239 Abbas st., near school, BNH"
319915,5,129.09,166.68,478.77,
319915,3,65.82,58.73,138.73,
319915,2,165.53,73.80,257.26,BNH/215
319915,5,227.76,262.14,876.66,
319917,6,22.58,12.76,122.72,blk 22 - BNH - metro
319917,6,21.91,10.33,121.13,BNH/97
319917,8,36.17,19.22,270.14,BNH/161
319917,5,316.26,129.01,1452.29,
319918,4,437.22,242.97,1505.91,Banha  175 Horreya
319918,4,49.05,25.32,170.88,BNH/235
319918,5,158.99,94.39,700.56,BNH/62
319918,2,462.00,87.93,836.07,BNH/175
319918,4,76.69,17.36,289.40,"Port Said 171, BNH zone"
319918,4,42.62,13.76,156.72,Banha 69 Industrial Zone
319918,5,81.09,28.62,376.83,
319918,9,483.99,478.35,3877.56,"27 Nasr st., near bridge, BNH"
319918,5,215.46,47.00,1030.30,"58 Zayed st., near metro, BNH"
319919,2,145.92,68.43,223.41,"Corniche 140, BNH zone"
319919,2,309.02,166.66,451.38,BNH/77
319919,1,42.80,10.19,32.61,"Tahrir 145, BNH zone"
319919,4,439.32,417.17,1340.11,Bannha 214 Nile
319919,3,136.36,86.99,322.09,
319921,4,71.67,74.87,211.81,blk 23 - BNH - market
319921,5,12.78,15.30,48.60,"Haram 163, BNH zone"
319921,2,61.24,31.40,91.08,
319921,2,251.52,155.52,347.52,blk 26 - BNH - school
319921,3,460.53,264.58,1117.01,BNH/15
319921,3,201.31,110.46,493.47,BNH/174
319921,7,218.88,473.39,1058.77,Banha 2006 Haram
319921,2,173.36,94.01,252.71,"9th District 169, BNH zone"
319921,5,177.41,211.03,676.02,
319921,4,17.89,15.78,55.78,blk 14 - BNH - gas station
319921,5,422.10,521.35,1589.15,BNH/117
319922,7,140.18,10.53,970.73,Banha 210 Indutsrial Zone
319922,1,246.48,16.79,229.69,"Sudan 47, BNH zone"
319922,5,177.06,86.99,798.31,Banha 1599 Faisal
319922,6,17.93,11.30,96.28,"Autostrad 68, BNH zone"
319922,3,83.84,26.81,224.71,
319922,4,33.56,6.92,127.32,"Salah Salem 110, BNH zone"
319922,3,79.13,13.42,223.97,Banhaa 182 Nasr
319922,2,11.60,2.75,20.45,"147 Faisal st., near hospital, BNH"
319924,4,119.18,53.54,423.18,"Salah Salem 130, BNH zone"
319924,10,450.24,665.57,3836.83,Banha 103 9thD istrict
319924,2,95.90,23.35,168.45,"Nasr 222, BNH zone"
319924,4,555.90,129.43,2094.17,
319924,3,24.60,14.46,59.34,BNH/161
319924,8,227.28,342.19,1476.05,BNH/42
319924,3,17.35,5.24,46.81,"223 Nile st., near metro, BNH"
319924,4,426.30,127.61,1577.59,
319924,4,225.60,86.55,815.85,blk 16 - BNH - bridge
319924,5,513.57,325.91,2241.94,
319924,1,7.38,1.08,6.30,"Abbas 61, BNH zone"
319924,3,64.66,15.38,178.60,"9th District 34, BNH zone"
319924,3,190.61,49.40,522.43,"Gamet Dewal 25, BNH zone"
319924,4,105.22,49.34,371.54,Banha 84F aisal
319924,6,341.46,244.67,1804.09,Banha 222 Suadn
319925,-2,195.37,0.00,390.74,
319925,4,195.37,0.00,781.48,BNH/206
319925,3,466.14,139.76,1258.66,"147 Industrial Zone st., near mosque, BNH"
319925,3,122.13,52.74,313.65,
319926,5,467.16,485.71,1850.09,
319926,7,30.53,49.31,164.40,blk 17 - BNH - square
319926,3,136.95,105.82,305.03,"Mustafa Nahhas 115, BNH zone"
319927,4,184.50,84.35,653.65,BNH/28
319927,8,462.57,483.99,3216.57,"Port Said 229, BNH zone"
319927,4,12.60,6.69,43.71,Banha 16 Haram
319927,2,31.25,6.59,55.91,BNH/137
319929,6,31.75,46.67,143.83,blk 17 - BNH - police st.
319929,3,114.46,112.57,230.81,"91 Zayed st., near gas station, BNH"
319929,4,97.73,109.67,281.25,Banha 7 Zayed
319929,8,60.02,125.39,354.77,BNH/197
319929,5,73.16,99.31,266.49,BNH/11
319929,1,388.08,119.74,268.34,BNH/12
319929,5,46.17,60.30,170.55,"Zayed 182, BNH zone"
319929,2,538.56,311.64,765.48,BNH/45
319931,2,116.94,15.59,218.29,"160 Autostrad st., near mosque, SHK"
319931,7,329.81,229.86,2078.81,SHK/28
319931,6,334.85,244.48,1764.62,SHK/50
319931,10,41.90,69.72,349.28,blk 20 - SHK - bridge
319931,6,459.06,476.86,2277.50,blk 23 - SHK - park
319931,4,483.99,168.09,1767.87,
319931,2,378.42,110.53,646.31,"65 Salah Salem st., near hospital, SHK"
319931,6,135.83,66.04,748.94,"155 Zayed st., near gas station, SHK"
319931,3,19.33,5.11,52.88,blk 26 - SHK - bridge
319931,5,44.46,18.98,203.32,
319932,2,444.78,57.22,832.34,"143 Haram st., near mosque, SHK"
319932,6,340.83,141.71,1903.27,"71 Industrial Zone st., near square, SHK"
319932,4,385.56,119.62,1422.62,blk 6 - SHK - square
319932,4,320.99,143.73,1140.23,"236 Tahrir st., near gas station, SHK"
319932,3,181.46,46.32,498.06,"Abbas 108, SHK zone"
319933,6,154.43,117.10,809.48,SHK/111
319933,3,16.83,5.03,45.46,
319933,5,8.34,7.83,33.87,Shubra lE Kheima 180 Gamet Dewal
319933,3,88.70,42.85,223.25,Shubra  El Kheima 236 Haram
319933,6,22.70,24.82,111.38,blk 21 - SHK - square
319933,1,111.63,13.42,98.21,"73 Gamet Dewal st., near square, SHK"
319933,2,465.12,125.92,804.32,"171 Gamet Dewal st., near school, SHK"
319933,2,73.01,21.01,125.01,blk 15 - SHK - hospital
319934,4,141.51,137.21,428.83,"Salah Salem 138, SHK zone"
319934,6,443.94,716.74,1946.90,SHK/224
319934,4,103.10,99.83,312.57,"Faisal 23, SHK zone"
319935,4,243.84,254.46,720.90,"Zayed 179, SHK zone"
319935,5,35.77,42.74,136.11,blk 23 - SHK - gas station
319935,2,120.48,68.10,172.86,SHK/67
319935,5,74.18,101.65,269.25,blk 3 - SHK - police st.
319935,5,161.12,208.75,596.85,SHK/107
319935,4,32.97,22.96,108.92,
319935,4,64.84,59.59,199.77,"137 Sudan st., near park, SHK"
319935,1,224.07,61.20,162.87,Shubra El Kheima 14 4Zayed
319935,3,30.26,26.12,64.66,"223 9th District st., near gas station, SHK"
319935,4,36.10,44.86,99.54,"Mustafa Nahhas 46, SHK zone"
319935,7,105.22,186.32,550.22,"20 Salah Salem st., near park, SHK"
319935,6,23.81,40.01,102.85,Shubra El Kehima 134 9th District
319935,4,198.85,227.68,567.72,
319936,4,41.99,42.91,125.05,blk 22 - SHK - park
319936,7,33.96,55.85,181.87,Shhubra El Kheima 58 Mustafa Nahhas
319936,3,105.02,66.83,248.23,SHK/21
319936,4,46.26,43.97,141.07,SHK/53
319936,2,59.29,35.61,82.97,"73 Abbas st., near bridge, SHK"
319936,4,455.28,629.24,1191.88,blk 12 - SHK - hospital
319936,8,30.86,71.67,175.21,"25 Geish st., near mosque, SHK"
319936,6,307.13,373.07,1469.71,"Horreya 67, SHK zone"
319936,1,13.34,3.40,9.94,
319936,4,464.10,450.01,1406.39,"Nasr 225, SHK zone"
319936,6,485.01,760.36,2149.70,Subra El Kheima 44 Tahrir
319937,4,177.94,87.33,624.43,blk 19 - SHK - market
319937,3,141.97,59.11,366.80,blk 14 - SHK - bridge
319937,5,162.03,96.48,713.67,
319937,2,399.84,61.95,737.73,Shubra El Kheima 74 Haaram
319937,3,151.54,39.65,414.97,blk 6 - SHK - hospital
319938,3,13.28,8.62,31.22,blk 8 - SHK - market
319938,4,346.19,336.60,1048.16,Shubra El Kheia 23 Nile
319938,6,110.33,161.83,500.15,Shura El Kheima 181 Mustafa Nahhas
319938,7,116.23,171.65,641.96,"Industrial Zone 145, SHK zone"
319939,2,48.96,11.04,86.88,Shubra El Kheima 145 Tahir
319939,5,240.96,188.15,1016.65,SHK/74
319939,5,13.04,6.37,58.83,"116 Zayed st., near school, SHK"
319939,3,155.65,61.13,405.82,"Corniche 150, SHK zone"
319939,5,22.06,13.18,97.12,"141 Abbas st., near square, SHK"
319939,5,23.88,7.28,112.12,blk 5 - SHK - park
319939,3,90.53,38.82,232.77,SHK/36
319940,2,547.23,142.95,951.51,"Nasr 14, SHK zone"
319940,4,8.41,4.98,28.66,SHK/26
319942,2,96.67,20.19,173.15,SHK/85
319942,7,209.92,133.33,1336.11,"Salah Salem 170, SHK zone"
319942,4,100.70,16.92,385.88,blk 7 - SHK - metro
319942,4,531.42,151.82,1973.86,
319942,6,164.01,78.12,905.94,blk 23 - SHK - market
319943,2,35.51,18.85,52.17,Shubra El Kheima 3 9th Disrict
319943,3,118.94,66.69,290.13,"41 Nile st., near police st., SHK"
319943,3,508.98,431.23,1095.71,blk 20 - SHK - park
319943,3,62.71,34.77,153.36,"38 Mustafa Nahhas st., near market, SHK"
319943,8,86.50,163.07,528.93,
319943,2,289.17,84.03,494.31,"Geish 91, SHK zone"
319943,8,159.10,211.23,1061.57,"137 Sudan st., near hospital, SHK"
319944,5,18.25,10.97,80.28,"Haram 115, SHK zone"
319944,5,145.31,59.86,666.69,SHK/213
319944,4,121.42,51.25,434.43,"145 Nasr st., near hospital, SHK"
319944,1,102.72,13.79,88.93,Shubra El Kheim a177 Faisal
319944,5,111.98,49.08,510.82,blk 24 - SHK - hospital
319944,2,30.39,7.05,53.73,SHK/15
319944,3,554.88,238.15,1426.49,"127 Mustafa Nahhas st., near square, SHK"
319945,2,415.80,116.52,715.08,"Haram 221, SHK zone"
319945,6,65.82,15.16,379.76,"215 Haram st., near mosque, SHK"
319945,6,145.31,128.66,743.20,"133 Industrial Zone st., near park, SHK"
319945,4,337.37,198.96,1150.52,ShubraEl Kheima 116 Nasr
319946,3,146.07,84.97,353.24,
319946,1,44.87,2.83,42.04,
319946,2,428.40,121.88,734.92,blk 20 - SHK - hospital
319946,7,11.36,13.46,66.06,"Corniche 233, SHK zone"
319946,6,13.23,15.04,64.34,
319946,2,512.04,176.20,847.88,SHK/186
319946,4,223.04,130.35,761.81,SHK/12
319946,5,246.24,177.33,1053.87,blk 26 - SHK - market
319946,3,12.34,6.90,30.12,"Port Said 227, SHK zone"
319946,4,157.93,95.40,536.32,"Zayed 125, SHK zone"
319946,3,31.02,9.12,83.94,"Gamet Dewal 36, SHK zone"
319946,6,236.16,99.06,1317.90,blk 3 - SHK - police st.
319946,3,22.80,12.31,56.09,"Nile 204, SHK zone"
319946,3,147.44,49.82,392.50,
319946,5,157.32,82.84,703.76,"86 Autostrad st., near metro, SHK"
319947,3,23.66,17.11,53.87,
319947,2,414.54,174.17,654.91,"Geish 61, SHK zone"
319947,4,184.80,168.39,570.81,"9th District 36, SHK zone"
319947,5,41.31,38.52,168.03,"23 Tahrir st., near police st., SHK"
319947,4,177.23,114.58,594.34,"134 Autostrad st., near market, SHK"
319947,5,192.02,210.16,749.94,
319947,4,7.44,5.06,24.70,blk 4 - SHK - market
319947,3,47.66,31.96,111.02,
319947,3,225.09,83.44,591.83,"38 9th District st., near metro, SHK"
319950,6,59.84,13.55,345.49,"81 Industrial Zone st., near hospital, SHK"
319950,6,149.26,76.56,819.00,blk 22 - SHK - square
319950,3,242.64,75.21,652.71,
319950,6,391.86,418.11,1933.05,
319951,3,155.95,116.37,351.48,ShubraE l Kheima 54 Gamet Dewal
319951,5,88.03,119.49,320.66,Shubra El Kheiima 50 Industrial Zone
319951,6,25.73,48.49,105.89,
319951,2,18.22,9.36,27.08,SHK/174
319951,4,256.32,231.86,793.42,blk 28 - SHK - gas station
319951,1,178.11,40.94,137.17,"Sudan 163, SHK zone"
319951,7,139.84,296.56,682.32,blk 7 - SHK - hospital
319951,4,199.88,171.76,627.76,blk 12 - SHK - mosque
319951,4,311.54,217.79,1028.37,blk 3 - SHK - square
319951,6,25.56,43.94,109.42,
319951,8,82.66,186.09,475.19,blk 9 - SHK - police st.
319952,3,104.26,22.34,290.44,
319952,6,444.78,148.49,2520.19,"132 Haram st., near bridge, SHK"
319952,2,30.72,5.37,56.07,Shuubra El Kheima 37 Salah Salem
319952,2,236.40,32.97,439.83,Shubra El Kheiam 131 Zayed
319952,5,7.88,4.22,35.18,"Horreya 10, SHK zone"
319952,3,422.52,238.01,1029.55,blk 14 - SHK - bridge
319952,2,12.16,0.98,23.34,SHK/236
319953,5,138.78,194.30,499.60,"148 Haram st., near school, SHK"
319953,5,13.24,12.30,53.90,"Sudan 171, SHK zone"
319953,3,30.56,20.42,71.26,
319953,2,166.85,71.40,262.30,Shuba El Kheima 1 Horreya
319953,4,24.14,19.79,76.77,blk 11 - SHK - school
319953,3,12.03,8.26,27.83,Shubraa El Kheima 21 Corniche
319953,3,22.25,15.32,51.43,
319954,3,31.25,21.25,72.50,"38 Faisal st., near school, SHK"
319954,5,31.71,27.59,130.96,Shbra El Kheima 76 Geish
319954,3,8.34,4.28,20.74,
319954,2,163.70,50.46,276.94,
319954,6,460.74,424.92,2339.52,blk 4 - SHK - metro
319954,2,17.01,5.53,28.49,ShubraE l Kheima 180 Industrial Zone
319954,7,23.45,30.46,133.69,SHK/84
319954,4,425.46,335.85,1365.99,blk 12 - SHK - school
319954,3,73.32,35.11,184.85,"82 Nile st., near square, SHK"
319954,5,207.26,142.86,893.44,Shubra ElKheima 204 Industrial Zone
319956,3,91.20,63.81,209.79,
319956,6,304.61,438.61,1389.05,Shurba El Kheima 184 Geish
319956,4,85.09,88.56,251.80,"Port Said 120, SHK zone"
319956,5,36.17,35.56,145.29,blk 16 - SHK - bridge
319956,2,19.44,7.33,31.55,"Mustafa Nahhas 162, SHK zone"
319956,3,214.23,160.75,481.94,
319956,3,48.74,33.28,112.94,blk 19 - SHK - gas station
319957,4,312.48,167.27,1082.65,"Faisal 134, SHK zone"
319957,3,112.69,52.41,285.66,SHK/234
319957,2,555.39,109.83,1000.95,
319957,5,422.10,354.56,1755.94,blk 5 - SHK - school
319957,6,230.16,126.02,1254.94,Shuba El Kheima 193 Gamet Dewal
319957,5,289.17,178.99,1266.86,
319957,3,324.45,139.83,833.52,
319957,5,110.21,35.62,515.43,"Mustafa Nahhas 224, SHK zone"
319957,2,459.48,99.41,819.55,Shubra El Khheima 115 Horreya
319957,5,220.58,178.95,923.95,SHK/14
319957,3,181.46,86.46,457.92,Shubra El Kheima 28 aGmet Dewal
319959,6,45.90,44.86,230.54,SHK/149
319959,5,42.62,23.32,189.78,
319959,2,34.55,11.02,58.08,SHK/147
319959,3,119.33,20.38,337.61,SHK/206
319959,2,12.85,2.18,23.52,SHK/27
319960,3,103.01,40.16,268.87,Shubra El Kheima 135 Gamet Dewal
319960,5,119.77,85.50,513.35,"176 Gamet Dewal st., near hospital, SHK"
319960,4,8.24,4.59,28.37,SHK/8
319960,2,19.62,5.89,33.35,SHK/16
319960,5,48.42,44.30,197.80,Shubraa El Kheima 222 Geish
319960,7,104.93,132.94,601.57,"40 Port Said st., near park, SHK"
319960,6,119.46,78.57,638.19,"96 Autostrad st., near police st., SHK"
319960,4,19.62,9.14,69.34,Shubra El Khema 200 Gamet Dewal
319960,4,138.17,74.93,477.75,"178 Haram st., near school, SHK"
319960,6,181.98,146.95,944.93,SHK/209
319961,2,143.79,67.45,220.13,SHK/58
